boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,no_issues,type_freq_Improvement,type_freq_Task,priority_freq_Major,priority_freq_Minor,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_medium,type_freq_Bug,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Epic,priority_freq_Critical,type_freq_Story,priority_freq_Trivial,type_freq_Documentation,type_freq_Wish,priority_freq_Blocker,type_freq_Sub-task,type_freq_Technical task,type_freq_New Feature,type_freq_Test,type_freq_Umbrella
1,57,Twitter Mesos Q4 Sprint 5,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,2,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63,Twitter Mesos Q4 Sprint 6,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,2,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,69,Mesosphere Q1 Sprint 1 - 1/23,-31,8,8,31,0,0,0,0,8,31,0,0,0,0,3,5,8.0,3.0,4.0,5.0,1.0,0.0,13.0,3.625,1.0,5.50162313711664,30.267857142857142,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.4629100498862757,0.21428571428571427,1.0,0.0,4.0,1.25,1.0,1.3887301496588271,1.9285714285714286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.5,0.8864052604279183,0.7857142857142857,2.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,74,Mesosphere Q1 Sprint 2 - 2/6,-37,14,8,37,0,0,0,0,8,37,0,0,0,0,3,6,9.0,1.0,6.0,5.0,1.0,0.0,12.0,2.111111111111111,1.0,3.7896056669673572,14.361111111111109,12.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,0.0,4.0,1.0,1.0,1.3228756555322954,1.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4444444444444444,0.0,0.7264831572567789,0.5277777777777778,2.0,2.0,1.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,Mesosphere Q1 Sprint 3 - 2/20,-36,14,8,37,0,0,0,0,8,37,0,0,0,0,3,6,8.0,1.0,5.0,4.0,1.0,0.0,13.0,2.75,1.0,4.334248987508019,18.785714285714285,13.0,0.0,1.0,0.125,0.0,0.3535533905932738,0.125,1.0,0.0,1.0,0.25,0.0,0.4629100498862757,0.21428571428571427,1.0,0.0,4.0,1.125,1.0,1.3562026818605375,1.8392857142857142,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.625,0.0,1.407885953173359,1.9821428571428572,4.0,2.0,1.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,80,Twitter Mesos Q1 Sprint 2,-8,14,1,8,0,0,0,0,1,8,0,0,0,0,3,1,1.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,81,Mesosphere Q1 Sprint 4 - 3/6,-36,14,7,36,0,0,0,0,7,36,0,0,0,0,3,5,8.0,1.0,5.0,4.0,1.0,0.0,15.0,4.25,3.0,4.891683905218266,23.928571428571427,15.0,0.0,1.0,0.125,0.0,0.3535533905932738,0.125,1.0,0.0,1.0,0.375,0.0,0.5175491695067657,0.26785714285714285,1.0,0.0,2.0,0.875,1.0,0.8345229603962802,0.6964285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.5175491695067657,0.26785714285714285,1.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,87,Twitter Mesos Q1 Sprint 3,-8,13,1,8,0,0,0,0,0,0,1,5,0,0,3,2,3.0,1.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,3.4641016151377544,12.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,1.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,93,Twitter Mesos Q1 Sprint 4,-5,14,1,5,0,0,0,0,1,5,0,0,0,0,3,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,95,Mesosphere Q1 Sprint 5 - 3/20,-40,11,7,37,2,3,0,0,8,39,1,1,0,0,3,5,9.0,1.0,4.0,5.0,0.0,0.0,8.0,3.3333333333333335,3.0,2.7386127875258306,7.5,8.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,1.0,0.4444444444444444,0.0,0.5270462766947299,0.2777777777777778,1.0,0.0,2.0,0.7777777777777778,1.0,0.8333333333333334,0.6944444444444445,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5555555555555556,0.0,0.7264831572567789,0.5277777777777778,2.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,99,Twitter Mesos Q1 Sprint 5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3.0,2.0,0.0,3.0,0.0,1.0,5.0,2.6666666666666665,2.0,2.081665999466133,4.333333333333334,4.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6666666666666666,1.0,0.5773502691896258,0.33333333333333337,1.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,1.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,102,Mesosphere Q1 Sprint 6 - 4/3,-40,14,9,40,0,0,0,0,9,40,0,0,0,0,3,7,11.0,1.0,4.0,7.0,0.0,0.0,8.0,3.4545454545454546,3.0,2.8058380695840723,7.872727272727273,8.0,0.0,1.0,0.18181818181818182,0.0,0.4045199174779452,0.16363636363636358,1.0,0.0,1.0,0.36363636363636365,0.0,0.504524979109513,0.2545454545454545,1.0,0.0,4.0,1.1818181818181819,1.0,1.2504544628399563,1.563636363636364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7272727272727273,0.0,1.4893561757289013,2.218181818181818,5.0,2.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
