boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_Task,type_Improvement,type_Bug,type_Epic,priority_Major,priority_Minor,priority_Trivial,priority_Critical,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_comment_freq,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_affectversion_freq,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_fixversion_freq,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_issuelink_freq,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blocking_freq,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_blockedby_freq,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_fixversion_change_freq,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_priority_change_freq,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,no_des_change_freq,gunning_fog_easy,gunning_fog_hard,priority_Blocker,type_Story,type_Documentation,type_Wish,type_Sub-task,type_Technical task,type_New Feature,type_Test,type_Umbrella
1,56,Twitter Mesos Q4 Sprint 4,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,2,8.0,6.0,5.0,,19.0,2.0,,,0.0,7.0,2.0476190476190474,2.0,2.011869540407391,4.0476190476190474,7.0,2.0,0.0,1.0,0.09523809523809523,0.0,0.30079260375911915,0.09047619047619046,1.0,0.0,0.0,1.0,0.7142857142857143,1.0,0.4629100498862757,0.21428571428571427,1.0,1.0,0.0,5.0,0.9523809523809523,1.0,1.1608699529314415,1.3476190476190473,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4830458915396479,0.23333333333333325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.47619047619047616,0.0,1.0779168622415933,1.1619047619047622,4.0,0.0,4.0,17.0,,2.0,,,,,,,
1,57,Twitter Mesos Q4 Sprint 5,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,2,5.0,1.0,4.0,,9.0,1.0,,,0.0,6.0,1.1818181818181819,0.0,1.9908883353006928,3.963636363636364,6.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.30151134457776363,0.0909090909090909,1.0,0.0,0.0,1.0,0.6363636363636364,1.0,0.504524979109513,0.2545454545454545,1.0,1.0,0.0,5.0,1.2727272727272727,1.0,1.4206272622267315,2.0181818181818185,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272727,0.0,0.6466697906828633,0.41818181818181827,2.0,0.0,2.0,9.0,1.0,1.0,,,,,,,
1,63,Twitter Mesos Q4 Sprint 6,-3,14,1,3,0,0,0,0,0,0,1,3,0,0,3,2,4.0,1.0,2.0,,7.0,,,,0.0,3.0,1.2857142857142858,0.0,1.6035674514745464,2.5714285714285716,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.5345224838248488,0.2857142857142857,1.0,1.0,0.0,2.0,1.1428571428571428,1.0,0.6900655593423543,0.4761904761904763,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.37796447300922725,0.14285714285714288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.42857142857142855,0.0,0.7867957924694431,0.619047619047619,2.0,0.0,1.0,6.0,,,,,,,,,
1,69,Mesosphere Q1 Sprint 1 - 1/23,-31,8,8,31,0,0,0,0,7,30,1,1,0,0,3,5,11.0,9.0,,2.0,15.0,1.0,,6.0,0.0,13.0,3.0454545454545454,1.0,4.785665826465259,22.902597402597408,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3181818181818182,0.0,0.4767312946227962,0.22727272727272727,1.0,0.0,0.0,4.0,1.0,0.5,1.2724180205607036,1.619047619047619,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.6035674514745464,2.5714285714285716,7.0,0.0,9.0,13.0,,,,,,,,,
1,74,Mesosphere Q1 Sprint 2 - 2/6,-38,14,8,37,1,1,0,0,8,37,1,1,0,0,3,6,17.0,5.0,3.0,3.0,19.0,1.0,2.0,6.0,0.0,13.0,1.5,1.0,2.44191788620399,5.962962962962963,13.0,1.0,0.0,1.0,0.07142857142857142,0.0,0.262265264156481,0.06878306878306877,1.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.46004370622823615,0.21164021164021166,1.0,0.0,0.0,4.0,0.8571428571428571,0.0,1.268252974948456,1.6084656084656086,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9642857142857143,0.0,2.027261295390498,4.10978835978836,9.0,0.0,13.0,15.0,,,,,,,,,
1,75,Mesosphere Q1 Sprint 3 - 2/20,-36,14,8,37,0,0,0,0,8,37,0,0,0,0,3,6,16.0,8.0,5.0,3.0,23.0,1.0,2.0,6.0,0.0,13.0,2.0625,1.0,2.9723185258909983,8.834677419354838,13.0,1.0,0.0,1.0,0.0625,0.0,0.24593468841898236,0.06048387096774194,1.0,0.0,0.0,1.0,0.40625,0.0,0.49899091723584604,0.24899193548387097,1.0,0.0,0.0,4.0,0.875,0.0,1.237844119635477,1.532258064516129,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5625,0.0,1.189673308368798,1.4153225806451613,4.0,0.0,11.0,21.0,,,,,,,,,
1,80,Twitter Mesos Q1 Sprint 2,-8,14,1,8,0,0,0,0,0,0,1,8,0,0,3,1,7.0,7.0,10.0,,21.0,6.0,,,0.0,9.0,2.259259259259259,1.0,2.7539145927289725,7.584045584045583,9.0,0.0,0.0,7.0,0.5925925925925926,0.0,1.3660515605557744,1.8660968660968664,7.0,0.0,0.0,1.0,0.7037037037037037,1.0,0.4653216269680752,0.21652421652421652,1.0,1.0,0.0,5.0,1.0740740740740742,1.0,1.4656562175858798,2.148148148148148,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2962962962962963,0.0,0.6688000054526371,0.4472934472934474,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.32025630761017426,0.10256410256410257,1.0,0.0,7.0,20.0,,3.0,,,,,,,
1,81,Mesosphere Q1 Sprint 4 - 3/6,-36,14,7,36,0,0,0,0,7,36,0,0,0,0,3,5,16.0,4.0,11.0,1.0,20.0,4.0,2.0,6.0,0.0,16.0,4.363636363636363,4.0,4.400413203738527,19.363636363636367,16.0,1.0,0.0,1.0,0.09090909090909091,0.0,0.2919371040605711,0.08522727272727272,1.0,0.0,0.0,1.0,0.45454545454545453,0.0,0.5056498968474316,0.2556818181818181,1.0,0.0,0.0,4.0,0.8181818181818182,1.0,1.0141050689692321,1.028409090909091,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06060606060606061,0.0,0.24230584229877994,0.058712121212121215,1.0,0.0,0.0,1.0,0.030303030303030304,0.0,0.17407765595569785,0.030303030303030307,1.0,0.0,0.0,4.0,0.45454545454545453,0.0,0.7941547822570976,0.6306818181818181,4.0,0.0,11.0,22.0,1.0,,1.0,,,,,,
1,87,Twitter Mesos Q1 Sprint 3,-8,13,1,8,0,0,0,0,0,0,1,5,0,0,3,2,6.0,13.0,12.0,,29.0,3.0,,,0.0,6.0,1.5,0.0,2.079081683138325,4.32258064516129,6.0,0.0,0.0,7.0,0.84375,0.0,1.4167061980569235,2.007056451612903,7.0,0.0,0.0,1.0,0.71875,1.0,0.45680340939917435,0.2086693548387097,1.0,1.0,0.0,5.0,1.03125,0.0,1.3316101095557091,1.7731854838709677,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09375,0.0,0.29614458108029906,0.08770161290322581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.125,0.0,0.5535807194106618,0.3064516129032258,3.0,0.0,9.0,23.0,,,1.0,,,,,,
1,93,Twitter Mesos Q1 Sprint 4,-5,14,1,5,0,0,0,0,0,0,1,5,0,0,3,1,5.0,8.0,6.0,,17.0,1.0,,1.0,0.0,12.0,2.526315789473684,1.0,3.1511624143168993,9.929824561403509,12.0,0.0,0.0,2.0,0.5263157894736842,0.0,0.7723284457212329,0.5964912280701755,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.1578947368421053,1.0,1.067872125861979,1.1403508771929824,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2631578947368421,0.0,0.4524139283588641,0.20467836257309946,1.0,0.0,0.0,1.0,0.05263157894736842,0.0,0.22941573387056177,0.052631578947368425,1.0,0.0,0.0,3.0,0.21052631578947367,0.0,0.7132825035177586,0.5087719298245613,3.0,0.0,6.0,13.0,,,,,,,,,
