boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_freq_Bug,type_freq_Feature Request,type_freq_Sub-task,priority_freq_Major,priority_freq_Critical,priority_freq_Blocker,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Enhancement,type_freq_Task,priority_freq_Minor,type_freq_Epic,priority_freq_Optional,priority_freq_Trivial,type_freq_Component  Upgrade,type_freq_Story,type_freq_Release,type_freq_Tracker
171,870,Prepare Alpha5 for Release,-1,1,5,5,1,1,0,0,1,1,0,0,5,5,1,2,1.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,1.6733200530681511,2.8,4.0,0.0,1.0,0.3333333333333333,0.0,0.5163977794943223,0.2666666666666667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.8366600265340756,0.7,2.0,0.0,1.0,0.3333333333333333,0.0,0.5163977794943223,0.2666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.1666666666666665,1.5,2.136976056643281,4.566666666666666,6.0,0.0,1.0,0.3333333333333333,0.0,0.5163977794943223,0.2666666666666667,1.0,0.0,4.0,1.0,0.0,1.6733200530681511,2.8,4.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,880,Release Alpha5 Sprint,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0.0,0.0,9.0,10.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,0.0,1.0,0.5,0.5,0.5270462766947299,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.4830458915396479,0.23333333333333328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171,890,Prepare for Beta,-1,14,2,2,5,5,0,0,1,1,0,0,6,6,1,1,0.0,2.0,4.0,10.0,0.0,0.0,0.0,2.0,0.2727272727272727,0.0,0.6466697906828633,0.41818181818181827,2.0,0.0,1.0,0.36363636363636365,0.0,0.504524979109513,0.2545454545454545,1.0,0.0,1.0,0.9090909090909091,1.0,0.30151134457776363,0.0909090909090909,1.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.5454545454545454,1.0,4.083225106790866,16.672727272727276,14.0,0.0,2.0,0.18181818181818182,0.0,0.6030226891555271,0.36363636363636354,2.0,0.0,2.0,0.5454545454545454,0.0,0.6875516509523286,0.47272727272727266,2.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,900,Prepare for Beta 2,-1,14,7,7,6,13,1,8,8,8,1,1,3,3,1,2,7.0,3.0,5.0,15.0,3.0,0.0,0.0,9.0,1.2,0.0,2.30788123383195,5.326315789473684,9.0,0.0,1.0,0.5,0.5,0.512989176042577,0.2631578947368421,1.0,0.0,1.0,0.75,1.0,0.4442616583193193,0.19736842105263158,1.0,0.0,1.0,0.1,0.0,0.30779350562554625,0.09473684210526317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.35,0.0,1.9540780569443945,3.8184210526315803,7.0,0.0,3.0,0.25,0.0,0.7163503994113789,0.5131578947368421,3.0,0.0,2.0,0.55,0.0,0.7591546545162482,0.5763157894736842,2.0,3.0,17.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
171,980,Graphene 2.0.0.Beta2,-1,14,4,4,0,0,0,0,1,1,0,0,3,3,1,2,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.25,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,1.2909944487358056,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.5,0.9574271077563381,0.9166666666666666,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1061,Graphene 2.0.0.CR2,-1,14,2,2,2,2,0,0,0,0,1,1,3,3,1,2,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.25,0.5,1.8929694486000912,3.5833333333333335,4.0,0.0,1.0,0.5,0.5,0.5773502691896257,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.5,0.25,1.0,0.0,1.0,0.25,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,3.5,3.1622776601683795,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.1547005383792515,1.3333333333333333,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171,1121,Graphene 2.0.1 Sprint 1,-21,32,10,21,0,0,0,0,9,20,1,1,0,0,1,4,4.0,1.0,0.0,4.0,3.0,0.0,0.0,7.0,2.1,1.5,2.282785822435191,5.211111111111112,7.0,0.0,1.0,0.5,0.5,0.5270462766947299,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.4,5.0,2.988868236194653,8.933333333333334,9.0,0.0,3.0,1.0,1.0,1.0540925533894598,1.1111111111111112,3.0,0.0,1.0,0.5,0.5,0.5270462766947299,0.2777777777777778,1.0,6.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
171,1161,Graphene 2.0.0.Final,0,14,4,4,0,0,2,2,1,1,0,0,1,1,1,2,1.0,1.0,7.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,1.8973665961010275,3.6,6.0,0.0,1.0,0.5454545454545454,1.0,0.5222329678670935,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272727,0.0,0.6466697906828633,0.41818181818181827,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9090909090909091,1.0,0.8312094145936334,0.6909090909090908,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36363636363636365,0.0,0.504524979109513,0.2545454545454545,1.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181,31,Sprint 1 - Critical Issues,23,43,3,111,0,0,0,0,2,61,1,50,0,0,1,1,4.0,2.0,0.0,1.0,3.0,3.0,0.0,12.0,4.142857142857143,4.0,4.059087394500207,16.476190476190478,12.0,0.0,1.0,0.7142857142857143,1.0,0.48795003647426666,0.23809523809523814,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.5345224838248487,0.28571428571428564,1.0,0.0,1.0,0.14285714285714285,0.0,0.37796447300922725,0.14285714285714288,1.0,0.0,1.0,0.14285714285714285,0.0,0.37796447300922725,0.14285714285714288,1.0,0.0,2.0,0.5714285714285714,0.0,0.7867957924694432,0.6190476190476191,2.0,0.0,2.0,0.5714285714285714,0.0,0.9759000729485332,0.9523809523809524,2.0,0.0,3.0,1.0,0.0,1.4142135623730951,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,291,Low-hanging Fruit,0,15,9,9,5,7,0,0,1,1,1,2,12,13,1,1,2.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,0.5,0.0,0.7595545253127499,0.5769230769230769,2.0,0.0,2.0,0.7142857142857143,1.0,0.6112498455021266,0.3736263736263736,2.0,0.0,1.0,0.9285714285714286,1.0,0.26726124191242434,0.07142857142857141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5714285714285714,0.0,1.0163498575623617,1.032967032967033,3.0,0.0,1.0,0.5714285714285714,1.0,0.5135525910130955,0.26373626373626374,1.0,0.0,2.0,0.8571428571428571,1.0,0.7703288865196432,0.5934065934065933,2.0,2.0,12.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,351,Final Sprint,3,10,5,15,1,1,0,0,2,9,0,0,4,7,1,2,3.0,2.0,0.0,1.0,4.0,2.0,0.0,5.0,1.625,0.5,2.1998376563477846,4.839285714285714,5.0,0.0,1.0,0.5,0.5,0.5345224838248488,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.7071067811865476,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.25,0.0,2.187627547301936,4.785714285714286,6.0,0.0,3.0,0.875,0.5,1.1259916264596033,1.2678571428571428,3.0,0.0,3.0,1.125,1.0,1.1259916264596033,1.2678571428571428,3.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,531,Critical Issues,-80,36,11,82,0,0,0,0,9,80,0,0,2,2,1,3,6.0,2.0,0.0,1.0,8.0,2.0,0.0,7.0,1.3636363636363635,1.0,2.013590190318143,4.054545454545455,7.0,0.0,1.0,0.7272727272727273,1.0,0.46709936649691375,0.21818181818181817,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.6363636363636364,0.0,1.2060453783110545,1.4545454545454546,4.0,0.0,2.0,0.18181818181818182,0.0,0.6030226891555273,0.3636363636363636,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9090909090909092,1.0,1.8140862964338524,3.2909090909090915,5.0,0.0,2.0,0.8181818181818182,1.0,0.6030226891555273,0.3636363636363636,2.0,0.0,2.0,0.8181818181818182,1.0,0.8738628975053029,0.7636363636363636,2.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,571,Warp Alpha3,10,4,6,28,1,1,3,25,1,1,1,1,2,2,1,2,7.0,8.0,0.0,8.0,9.0,1.0,0.0,1.0,0.21052631578947367,0.0,0.41885390829169555,0.1754385964912281,1.0,0.0,1.0,0.5789473684210527,1.0,0.5072572735017881,0.2573099415204678,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.42105263157894735,0.0,0.9612370197756297,0.9239766081871343,4.0,0.0,2.0,0.10526315789473684,0.0,0.45883146774112354,0.21052631578947367,2.0,0.0,1.0,0.10526315789473684,0.0,0.3153017676423058,0.09941520467836257,1.0,0.0,7.0,1.368421052631579,0.0,1.8321367706038842,3.35672514619883,7.0,0.0,1.0,0.21052631578947367,0.0,0.41885390829169555,0.1754385964912281,1.0,0.0,9.0,0.7894736842105263,0.0,2.097060041752131,4.39766081871345,9.0,9.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,800,Warp Beta1,-75,35,13,111,0,0,5,36,5,58,3,17,0,0,1,3,2.0,6.0,0.0,8.0,2.0,0.0,0.0,3.0,0.9230769230769231,0.0,1.255755978254962,1.5769230769230769,3.0,0.0,1.0,0.46153846153846156,0.0,0.5188745216627708,0.2692307692307693,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15384615384615385,0.0,0.37553380809940534,0.141025641025641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.1538461538461537,2.0,1.9513309067639728,3.807692307692308,6.0,0.0,1.0,0.3076923076923077,0.0,0.48038446141526137,0.23076923076923075,1.0,0.0,2.0,0.6153846153846154,1.0,0.6504436355879909,0.42307692307692313,2.0,1.0,12.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,920,Warp Alpha4,-1,3,2,2,0,0,0,0,1,1,0,0,1,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,1.4142135623730951,2.0,2.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,111,Sprint 1,1,14,4,20,0,0,2,18,2,2,0,0,0,0,1,1,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.6,0.0,0.8944271909999157,0.7999999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.44721359549995804,0.20000000000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.44721359549995804,0.20000000000000007,1.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,5,Sprint 1 - Trivial Issues,0,6,9,9,0,0,0,0,9,9,0,0,0,0,1,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,1.0,0.8888888888888888,1.0,0.33333333333333337,0.11111111111111112,1.0,1.0,2.0,1.1111111111111112,1.0,0.33333333333333337,0.11111111111111112,1.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6666666666666667,1.0,1.0,1.0,2.0,0.0,2.0,0.8888888888888888,1.0,0.7817359599705717,0.6111111111111112,2.0,0.0,2.0,0.2222222222222222,0.0,0.6666666666666666,0.4444444444444444,2.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
