boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,no_issues,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,type_freq_Improvement,type_freq_Task,type_freq_Bug,type_freq_Sub-task,priority_freq_Major - P3,priority_freq_Minor - P4,priority_freq_Critical - P2,priority_freq_Blocker - P1,priority_freq_Trivial - P5,gunning_fog_freq_hard,gunning_fog_freq_easy,type_freq_Tracking,type_freq_New Feature,type_freq_Epic,type_freq_Question,type_freq_Story,type_freq_Spec,type_freq_Build Failure
80,412,v1.3.18 - 15 - Ending 2/20,17,18,0,0,15,15,10,10,5,5,0,0,0,0,1,10,117.0,0.0,6.0,0.4444444444444444,0.0,0.9777211756518357,0.9559386973180077,6.0,0.0,1.0,0.07692307692307693,0.0,0.2676154650525237,0.07161803713527853,1.0,0.0,3.0,0.5982905982905983,1.0,0.6305420363879202,0.3975832596522252,3.0,0.0,5.0,0.42735042735042733,0.0,0.903214940969387,0.8157972295903333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.1880341880341883,1.0,2.1291556685433006,4.5333038608900695,9.0,0.0,3.0,0.3076923076923077,0.0,0.5327472464942589,0.28381962864721466,3.0,0.0,11.0,0.3504273504273504,0.0,1.2339747895781628,1.5226937813144712,11.0,25.0,42.0,50.0,0.0,76.0,18.0,16.0,4.0,3.0,54.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,419,Docs Sprint 16 - Ending 3/13,11,19,30,30,84,84,55,55,23,23,18,18,18,18,1,13,161.0,0.0,26.0,0.4968944099378882,0.0,2.1798056782729636,4.751552795031055,26.0,0.0,1.0,0.062111801242236024,0.0,0.24211157019514834,0.05861801242236024,1.0,0.0,3.0,0.36024844720496896,0.0,0.6077910314311974,0.36940993788819876,3.0,0.0,5.0,0.5341614906832298,0.0,0.9748785559021,0.9503881987577639,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.559006211180124,2.0,3.032830197391733,9.198059006211178,21.0,0.0,3.0,0.2111801242236025,0.0,0.4797126469069629,0.23012422360248447,3.0,0.0,13.0,0.2981366459627329,0.0,1.273993330520682,1.62305900621118,13.0,32.0,64.0,65.0,0.0,108.0,19.0,24.0,7.0,3.0,70.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,435,Docs Sprint 17 - Ending 4/3,-26,19,109,109,22,22,42,42,37,37,14,14,38,38,1,13,178.0,0.0,6.0,0.4887640449438202,0.0,1.02090446243113,1.0422459214117945,6.0,0.0,3.0,0.10674157303370786,0.0,0.3602565792524638,0.12978480289468672,3.0,0.0,3.0,0.2752808988764045,0.0,0.5895092086564152,0.34752110709071293,3.0,0.0,5.0,0.4101123595505618,0.0,0.827021740376526,0.683964959055418,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.1292134831460676,1.0,2.8916674464457572,8.361740620834127,18.0,0.0,1.0,0.16292134831460675,0.0,0.37033563108978446,0.13714847965466895,1.0,0.0,7.0,0.2696629213483146,0.0,0.8927079978088409,0.7969275693518695,7.0,45.0,75.0,57.0,1.0,113.0,34.0,27.0,1.0,3.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,439,Beryllium - 20150427,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,461,Docs Sprint 18 - 4/24 (461),-57,19,88,88,20,20,11,11,49,49,14,14,34,34,1,13,131.0,0.0,11.0,0.6641221374045801,0.0,1.5221982435478012,2.317087492660011,11.0,0.0,2.0,0.07633587786259542,0.0,0.2939994926915305,0.08643570170287729,2.0,0.0,3.0,0.24427480916030533,0.0,0.5960330792760662,0.35525543159130946,3.0,0.0,3.0,0.35877862595419846,0.0,0.6801436758857118,0.4625954198473282,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.6106870229007633,0.0,2.600510361400888,6.762654139753377,18.0,0.0,2.0,0.19083969465648856,0.0,0.41351223248195906,0.17099236641221377,2.0,0.0,6.0,0.33587786259541985,0.0,0.9166048307405622,0.8401644157369347,6.0,36.0,59.0,36.0,0.0,88.0,28.0,11.0,1.0,3.0,67.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,487,Docs Current Sprint (487),-56,18,81,81,12,12,8,8,58,58,10,10,17,17,1,8,118.0,0.0,5.0,0.4152542372881356,0.0,0.9899172993726681,0.9799362595972767,5.0,0.0,2.0,0.1271186440677966,0.0,0.42459855689959985,0.18028393452122274,2.0,0.0,3.0,0.3050847457627119,0.0,0.5774757119437818,0.3334781978849776,3.0,0.0,3.0,0.4830508474576271,0.0,0.7593637783169465,0.5766333478197886,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.3728813559322033,0.0,2.5513415615281794,6.509343763581049,18.0,0.0,2.0,0.13559322033898305,0.0,0.3903812346024227,0.15239750832971177,2.0,0.0,6.0,0.3559322033898305,0.0,0.9107658440646318,0.8294944227147613,6.0,26.0,63.0,29.0,0.0,89.0,20.0,4.0,4.0,1.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,502,BUILD 3 05/15/15,1,18,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2.0,0.0,3.0,1.5,1.5,2.1213203435596424,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,511,Docs Sprint Current (511),-55,17,78,78,7,7,2,2,65,65,4,4,14,14,1,8,121.0,0.0,8.0,0.4462809917355372,0.0,1.1686916703671995,1.365840220385675,8.0,0.0,2.0,0.15702479338842976,0.0,0.44736756816607964,0.20013774104683194,2.0,0.0,3.0,0.4297520661157025,0.0,0.6432527533428797,0.41377410468319564,3.0,0.0,3.0,0.49586776859504134,0.0,0.7430115178800928,0.5520661157024794,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.421487603305785,0.0,2.509156784378976,6.295867768595042,18.0,0.0,2.0,0.1322314049586777,0.0,0.3860515673743293,0.14903581267217628,2.0,0.0,6.0,0.5041322314049587,0.0,1.1410811170563113,1.3020661157024793,6.0,22.0,66.0,26.0,7.0,89.0,26.0,4.0,2.0,0.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,541,BUILD 4 06/05/15,1,22,0,0,1,1,0,0,0,0,0,0,1,1,1,1,3.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,1.3333333333333335,2.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,556,DOCS Current Sprint (556),-39,18,76,76,32,32,21,21,52,52,11,11,24,24,1,5,150.0,0.0,6.0,0.4266666666666667,0.0,0.9074388079405683,0.8234451901565996,6.0,0.0,2.0,0.1,0.0,0.32253192964043714,0.10402684563758388,2.0,0.0,3.0,0.3333333333333333,0.0,0.575409590524879,0.33109619686800895,3.0,0.0,12.0,0.56,0.0,1.206692745710496,1.4561073825503354,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0066666666666666,0.0,1.8770842256426852,3.5234451901565986,11.0,0.0,2.0,0.29333333333333333,0.0,0.5377889941576868,0.2892170022371364,2.0,0.0,8.0,0.3933333333333333,0.0,1.0484675084765842,1.0992841163310962,8.0,32.0,64.0,52.0,2.0,98.0,45.0,4.0,2.0,1.0,68.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,567,Platform 5 06/26/16,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,568,Build 5 06/26/16,0,17,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,597,MKT Sprint Ending 7/28,0,14,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,603,Docs Sprint Current,-59,18,88,88,7,7,4,4,79,79,2,2,10,10,1,6,137.0,0.0,7.0,0.3284671532846715,0.0,0.9785154500801269,0.9574924860455132,7.0,0.0,2.0,0.072992700729927,0.0,0.28786834450814197,0.0828681837698583,2.0,0.0,2.0,0.17518248175182483,0.0,0.4355154184306848,0.18967367969085447,2.0,0.0,12.0,0.5036496350364964,0.0,1.2254896235865274,1.5018248175182485,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.781021897810219,0.0,1.7180500594772845,2.9516960068699007,11.0,0.0,2.0,0.34306569343065696,0.0,0.5346515660906913,0.28585229712322885,2.0,0.0,6.0,0.2846715328467153,0.0,0.7947336319344867,0.6316015457277802,6.0,29.0,59.0,49.0,0.0,94.0,40.0,1.0,0.0,2.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,605,Docs Sprint Current,-13,20,106,106,16,16,83,83,16,16,8,8,15,15,1,6,127.0,0.0,7.0,0.5275590551181102,0.0,1.2007059540751355,1.4416947881514812,7.0,0.0,1.0,0.06299212598425197,0.0,0.24391097439346857,0.05949256342957128,1.0,0.0,2.0,0.16535433070866143,0.0,0.45011073642007243,0.20259967504061993,2.0,0.0,12.0,0.49606299212598426,0.0,1.2653753803292351,1.6011748531433567,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.6929133858267716,0.0,1.5040253450225465,2.26209223847019,8.0,0.0,2.0,0.3937007874015748,0.0,0.5656500729243964,0.31996000499937494,2.0,0.0,4.0,0.30708661417322836,0.0,0.7612834924852295,0.5795525559305086,4.0,30.0,56.0,40.0,0.0,87.0,37.0,0.0,1.0,2.0,64.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2,2.3.0,0,19,4,4,103,103,82,82,2,2,14,14,9,9,1,29,113.0,0.0,37.0,3.743362831858407,1.0,7.25157465789075,52.58533501896334,37.0,0.0,2.0,0.5575221238938053,0.0,0.6805729348096711,0.46317951959544873,2.0,0.0,3.0,0.9823008849557522,1.0,0.6121143229611687,0.37468394437421,3.0,0.0,42.0,3.1769911504424777,1.0,5.310417807909642,28.20053729456384,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.345132743362832,3.0,4.4335770617616435,19.65660556257901,30.0,0.0,1.0,0.035398230088495575,0.0,0.18560728221469427,0.03445006321112516,1.0,0.0,5.0,0.49557522123893805,0.0,1.009984916836719,1.020069532237674,5.0,40.0,10.0,53.0,0.0,91.0,16.0,4.0,1.0,1.0,62.0,51.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
87,153,Build Team 2.7.0,-2,11,3,3,0,0,0,0,3,3,0,0,0,0,1,1,3.0,0.0,1.0,0.6666666666666666,1.0,0.5773502691896258,0.33333333333333337,1.0,0.0,1.0,0.6666666666666666,1.0,0.5773502691896258,0.33333333333333337,1.0,1.0,2.0,1.6666666666666667,2.0,0.5773502691896257,0.3333333333333333,1.0,0.0,6.0,3.0,3.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.666666666666667,3.0,5.686240703077327,32.33333333333333,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.4641016151377544,12.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,164,BUILD 2.7.1,0,18,2,2,0,0,1,1,1,1,0,0,0,0,1,1,2.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,0.0,1.0,0.5,0.5,0.7071067811865476,0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,6.0,4.5,4.5,2.1213203435596424,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,8.0,8.0,4.242640687119285,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,169,BUILD 2.7.2,-3,17,3,3,0,0,0,0,3,3,0,0,0,0,1,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,1.0,2.0,1.6666666666666667,2.0,0.5773502691896257,0.3333333333333333,1.0,1.0,3.0,2.3333333333333335,3.0,1.1547005383792515,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.666666666666667,3.0,5.686240703077327,32.33333333333333,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
